,ProfileName,Score,Text
54189,Brerbear,1,"ProFlowers advertises on Rush Limbaugh's radio show.<br />Rush Limbaugh who has been married 4 times, has no children or family,<br />called a Georgetown law student (who was invited to a US House committee meeting)<br />a slut and a prostitute for using<br />birth control.  Rush has no business commenting on family's, or women, as he has no real experience with either.<br />ProFlowers should not support this kind<br />of hateful, crude and slanderous attack on women.<br />Do not buy flowers from ProFlowers, if your daughter is on birth control,<br />Both Rush and Proflowers believe she a tramp.<br />Shame on Proflowers for not pulling their ads on Rush's talk show.<br />Try another flower company. Support women and do not buy ProFlowers"
339281,Amazon_Junkie,1,"I thought these would be a fun alternative to plain lemonade. I was surprised by both the color and taste. The drink is bright green (yes like the silly putty) and the taste is very artificial. I had everyone in the family taste it and they had the same reaction. Aside from the usual aspertame (which I didn't mind), there was a strange after taste. Note: the mix is not packaged for single servings. Each packet produces 2 quarts."
136477,LW,1,"We preordered the 36 count Brooklyn Bean Roastery Fuhgeddaboutit K-cup product before it was released. When the order arrived the shipping and all packaging was perfect with no damage to any part of the order. When we began to brew the individual K-cups in our Keurig brewer there was a problem with grounds in the coffee and the brewer had a tendency to clog up using the Brooklyn Bean Roastery brand K-cup. The individual K-cups all seemed to be a normal size with no apparent damage. We have owned our Keurig brewer for several years and tried a large amount of other brands and coffee types without any problem. I'm not sure if this was a bad box or bad batch of the product, but we continue to use our brewer on all other brands with no problems."
78211,"J.D ""J.D""",1,"I really love sazon, I grew up on this stuff. I would love to use it again if they would get with the times and cut out the MSG. Everyone knows MSG is horrible for you, I'm sure Goya got the memo as well."
140369,"Amy in SC ""Amy in SC""",1,"I purchase this same exact case of cat food at the local grocery store for about $13.00.  I don't know why Amazon is charging so much. Buy local and get twice as much.<br />With that said, as well as a 1-star rating, Friskies is a high quality cat food that I will continue to buy for my cats....but I likely won't be buying it from Amazon."
261067,L. Craddock,1,"In the spirit of New Year's Resolutions, I thought I would try this ""healthy"" snack.  Well, yeah, you will not put on weight with this product because it is inedible. I like a lot of things others do not care for like caviar and escargot, but these this ""food"" is the nastiest thing I have EVER had the misfortune to ingest. The wasabi flavor was not the problem - the dead fish flavor was. As a previous reviewer stated so eloquently, ""Granted I've never tried water used to clean fish guts which has been sitting out in the hot sun for three days but I imagine if I were to drink this water, it would taste like these snacks.""  So true - TOTALLY DISGUSTING!!!  It took brushing my teeth FIVE times to that nasty taste out of my mouth. I would rate it zero if I could & Amazon should not carry this item because it reflects poorly on them."
458469,Giulietta,1,"I buy organic cranberry beans in 25-50 lb lots. They are a staple in our household. I had hoped to buy some from Barry Farm, and assumed - from their name - that they grew them. After all, they are a ""farm,"" right? Understanding that some ""organic"" beans come from China, I thought I would call Barry Farms to confirm the country of origin for their beans. The female who took my call told me that they don't know where these beans come from since they get them from a distributor (so much for the ""farm"" in ""Barry Farms""). I asked if she could give me the contact information for the distributor so that I could ask them directly. Her answer: ""no"". I asked if THEY could find out from the distributor where these beans come from. Her answer: ""no"". Thanks, but I'll do my business elsewhere.<br /><br />UPDATE: I ended up buying from Italian Harvest - a dot com.<br />SECOND UPDATE: Italian Harvest no longer has an organic Borlotti/Cranberry bean, so this year I purchased from Purcell Mountain Farms, and am very pleased with their product."
423093,"Francois Gruen ""FRANC""",1,"I bought a case of these for a very small amount of money $12.64 but it was still to much. I opened one can and frankly these are really funky, but they might make a good mini-frisbee! If you do not want flavor, you have found your dream food."
327210,Tian,1,A friend of mine gave me quite a few jars of this brand baby food leftover from her baby.  I tried the beef first and upon opening it thought it smelled like cat food.  I guess the cat thought so too because she came running.  I tried to feed it to my baby and she spit it out with a dramatic gagging fit.  I gave the food to the cat and she licked the plate clean.
66444,"Spagetti ""Spagetti""",1,Shockers are my favorite candy.  The candy was very stale.  I will not be buying from this store again.  Be warned.
444115,Tom T,1,"They are white chocolate mushrooms, they are not regular chocolate as one might think. With the shoddy picture of the product one cannot tell this until product arrives.Also their is no product discription to let you know what exactly they are.These things are the nastiest tasteing candy I have experienced in a long while. Save your money! This really surprized me because typically Gustaf's products are good."
